Source;Target;Type;Id;Relation
391;446;Directed;973;Generalization
392;255;Directed;974;Generalization
393;332;Directed;975;Generalization
394;403;Directed;976;Generalization
395;080;Directed;977;Generalization
396;398;Directed;978;Generalization
396;344;Directed;979;Generalization
398;137;Directed;980;Generalization
399;446;Directed;981;Generalization
400;329;Directed;982;Generalization
401;320;Directed;983;Generalization
402;089;Directed;984;Generalization
403;436;Directed;985;Generalization
404;132;Directed;986;Generalization
405;192;Directed;987;Generalization
405;332;Directed;988;Generalization
406;122;Directed;989;Generalization
406;233;Directed;990;Generalization
407;230;Directed;991;Generalization
408;284;Directed;992;Generalization
408;179;Directed;993;Generalization
409;397;Directed;994;Generalization
411;398;Directed;995;Generalization
411;137;Directed;996;Generalization
412;220;Directed;997;Generalization
413;037;Directed;998;Generalization
413;108;Directed;999;Generalization
414;288;Directed;1000;Generalization
416;332;Directed;1001;Generalization
417;398;Directed;1002;Generalization
418;414;Directed;1003;Generalization
419;414;Directed;1004;Generalization
420;221;Directed;1005;Generalization
420;038;Directed;1006;Generalization
421;235;Directed;1007;Generalization
422;111;Directed;1008;Generalization
425;332;Directed;1009;Generalization
427;118;Directed;1010;Generalization
428;301;Directed;1011;Generalization
429;215;Directed;1012;Generalization
430;132;Directed;1013;Generalization
431;320;Directed;1014;Generalization
432;179;Directed;1015;Generalization
433;446;Directed;1016;Generalization
435;230;Directed;1017;Generalization
436;233;Directed;1018;Generalization
439;020;Directed;1019;Generalization
440;329;Directed;1020;Generalization
442;073;Directed;1021;Generalization
443;145;Directed;1022;Generalization
444;318;Directed;1023;Generalization
445;253;Directed;1024;Generalization
447;398;Directed;1025;Generalization
448;098;Directed;1026;Generalization
449;320;Directed;1027;Generalization
